text,label
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,Spam
Ok. She'll be ok. I guess,Normal
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,Normal
That's the way you should stay oh.,Normal
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",Spam
Jordan got voted out last nite!,Normal
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",Normal
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,Spam
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,Spam
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",Normal
"Sorry, I can't help you on this.",Normal
Shb b ok lor... Thanx...,Normal
You also didnt get na hi hi hi hi hi,Normal
Bognor it is! Should be splendid at this time of year.,Normal
No that just means you have a fat head,Normal
Good words.... But words may leave u in dismay many times.,Normal
Thts god's gift for birds as humans hav some natural gift frm god..,Normal
May b approve panalam...but it should have more posts..,Normal
Then she dun believe wat?,Normal
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",Normal
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",Normal
Gud mrng dear hav a nice day,Normal
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,Spam
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,Normal
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,Spam
"Its ok, called mom instead have fun",Normal
"I know where the  &lt;#&gt;  is, I'll be there around 5",Normal
Depends on where u going lor.,Normal
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",Normal
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,Spam
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",Normal
THANX 4 PUTTIN DA FONE DOWN ON ME!!,Normal
Hi. Hope you had a good day. Have a better night.,Normal
… and don‘t worry we‘ll have finished by march … ish!,Normal
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,Spam
You've always been the brainy one.,Normal
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,Normal
"Machan you go to gym tomorrow,  i wil come late goodnight.",Normal
"Sorry, I can't help you on this.",Normal
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,Spam
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",Normal
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,Spam
I'm home. Doc gave me pain meds says everything is fine.,Normal
No go. No openings for that room 'til after thanksgiving without an upcharge.,Normal
Rofl betta invest in some  anti aging products,Normal
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",Normal
No probs hon! How u doinat the mo?,Normal
Yeah my usual guy's out of town but there're definitely people around I know,Normal
";-( oh well, c u later",Normal
Thinking of u ;) x,Normal
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",Normal
"Aight yo, dats straight dogg",Normal
Love it! I want to flood that pretty pussy with cum...,Normal
When you guys planning on coming over?,Normal
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,Normal
Sleeping nt feeling well,Normal
Get ready to put on your excellent sub face :),Normal
Kallis wont bat in 2nd innings.,Normal
No shoot me. I'm in the docs waiting room. :/,Normal
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,Normal
"Like  &lt;#&gt; , same question",Normal
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,Spam
yay! finally lol. i missed our cinema trip last week :-(,Normal
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",Normal
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,Normal
Lol for real. She told my dad I have cancer,Normal
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,Normal
Wake me up at  &lt;#&gt;  am morning:),Normal
Sure! I am driving but will reach my destination soon.,Normal
What u talking bout early morning? It's almost noon where your at!,Normal
my ex-wife was not able to have kids. Do you want kids one day?,Normal
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,Spam
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,Normal
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",Spam
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",Normal
I'm still looking for a car to buy. And have not gone 4the driving test yet.,Normal
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,Normal
"It's ok, at least armand's still around",Normal
Roger that. We‘re probably going to rem in about 20,Normal
Ya even those cookies have jelly on them,Normal
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,Normal
I sent lanre fakeye's Eckankar details to the mail box,Normal
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",Spam
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",Normal
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",Normal
Shall call now dear having food,Normal
Where at were hungry too,Normal
I'll text now! All creepy like so he won't think that we forgot,Normal
Just finished eating. Got u a plate. NOT leftovers this time.,Normal
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Spam
"Sorry, I'll call later",Normal
"Aight, I'll hit you up when I get some cash",Normal
Remind me how to get there and I shall do so,Normal
Introducing our premium membership. Join today and get exclusive perks and discounts.,Promotional
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,Normal
Sounds great! Im going to sleep now. Have a good night!,Normal
Thanks for looking out for me. I really appreciate.,Normal
Is there coming friday is leave for pongal?do you get any news from your work place.,Normal
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,Normal
"Ok., is any problem to u frm him? Wats matter?",Normal
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",Normal
Its sarcasm.. .nt scarcasim,Normal
Ok i shall talk to him,Normal
Haha... They cant what... At the most tmr forfeit... haha so how?,Normal
U know we watchin at lido?,Normal
If you r @ home then come down within 5 min,Normal
Just sleeping..and surfing,Normal
Idea will soon get converted to live:),Normal
Hey so whats the plan this sat? ,Normal
I pocked you up there before,Normal
And stop being an old man. You get to build snowman snow angels and snowball fights.,Normal
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,Normal
Nope i'll come online now..,Normal
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,Normal
Eatin my lunch...,Normal
Boo what time u get out? U were supposed to take me shopping today. :(,Normal
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",Normal
Think + da. You wil do.,Normal
Armand says get your ass over to epsilon,Normal
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,Normal
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,Normal
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),Normal
Your Social Security number has been compromised. Call 555-0177 immediately.,Scam
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",Spam
